Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,FETCH_SIZE,WRITE_SIZE,SQ_WAVES,SQ_INSTS_VALU,GRBM_GUI_ACTIVE
147,"kernel_phase3(int*, int, int) [clone .kd]",2,0,403,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98672.9375000000,93695.6250000000,98596,28716480,321796
148,"kernel_phase1(int*, int, int) [clone .kd]",2,0,408,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35289
149,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,223,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,648.8750000000,0.0000000000,628,177216,25341
150,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,223,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.5625000000,0.0000000000,628,159120,26372
151,"kernel_phase3(int*, int, int) [clone .kd]",2,0,414,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98674.7500000000,93725.6250000000,98596,28716480,323416
152,"kernel_phase1(int*, int, int) [clone .kd]",2,0,419,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35181
153,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,229,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.1250000000,0.0000000000,628,177216,25584
154,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,229,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.8125000000,0.0000000000,628,159120,25368
155,"kernel_phase3(int*, int, int) [clone .kd]",2,0,425,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98680.3125000000,93701.6875000000,98596,28716480,319348
156,"kernel_phase1(int*, int, int) [clone .kd]",2,0,430,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36364
157,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,235,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,652.5625000000,0.0000000000,628,177216,24988
158,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,235,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,671.1250000000,0.0000000000,628,159120,24728
159,"kernel_phase3(int*, int, int) [clone .kd]",2,0,436,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98684.7500000000,93701.7500000000,98596,28716480,325320
160,"kernel_phase1(int*, int, int) [clone .kd]",2,0,441,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36008
161,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,241,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.1250000000,0.0000000000,628,177216,27009
162,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,241,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,671.9375000000,0.0000000000,628,159120,26288
163,"kernel_phase3(int*, int, int) [clone .kd]",2,0,447,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98679.5625000000,93702.5000000000,98596,28716480,322376
164,"kernel_phase1(int*, int, int) [clone .kd]",2,0,452,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36036
165,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,247,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.9375000000,0.0000000000,628,177216,27116
166,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,247,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,675.4375000000,0.0000000000,628,159120,24792
167,"kernel_phase3(int*, int, int) [clone .kd]",2,0,458,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98661.3125000000,93713.6875000000,98596,28716480,321020
168,"kernel_phase1(int*, int, int) [clone .kd]",2,0,463,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35352
169,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,253,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,654.2500000000,0.0000000000,628,177216,25960
170,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,253,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,676.2500000000,0.0000000000,628,159120,24600
171,"kernel_phase3(int*, int, int) [clone .kd]",2,0,469,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98679.7500000000,93713.8750000000,98596,28716480,322260
172,"kernel_phase1(int*, int, int) [clone .kd]",2,0,474,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35764
173,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,259,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.0000000000,0.0000000000,628,177216,25608
174,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,259,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,666.7500000000,0.0000000000,628,159120,25008
175,"kernel_phase3(int*, int, int) [clone .kd]",2,0,480,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98673.8750000000,93715.9375000000,98596,28716480,320269
176,"kernel_phase1(int*, int, int) [clone .kd]",2,0,485,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,37172
177,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,265,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.2500000000,0.0000000000,628,177216,26972
178,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,265,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,669.4375000000,0.0000000000,628,159120,25844
179,"kernel_phase3(int*, int, int) [clone .kd]",2,0,491,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98678.4375000000,93688.5000000000,98596,28716480,324816
180,"kernel_phase1(int*, int, int) [clone .kd]",2,0,496,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36192
181,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,271,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.2500000000,0.0000000000,628,177216,26629
182,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,271,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.3750000000,0.0000000000,628,159120,24620
183,"kernel_phase3(int*, int, int) [clone .kd]",2,0,502,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98668.6250000000,93751.3125000000,98596,28716480,323605
184,"kernel_phase1(int*, int, int) [clone .kd]",2,0,507,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35301
185,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,277,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.5000000000,0.0000000000,628,177216,26040
186,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,277,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,673.2500000000,0.0000000000,628,159120,24720
187,"kernel_phase3(int*, int, int) [clone .kd]",2,0,513,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98676.3750000000,93709.9375000000,98596,28716480,325488
188,"kernel_phase1(int*, int, int) [clone .kd]",2,0,518,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35472
189,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,283,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.2500000000,0.0000000000,628,177216,26413
190,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,283,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,675.1875000000,0.0000000000,628,159120,24261
191,"kernel_phase3(int*, int, int) [clone .kd]",2,0,524,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98675.5000000000,93706.3125000000,98596,28716480,322460
192,"kernel_phase1(int*, int, int) [clone .kd]",2,0,529,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,37253
193,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,289,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,652.1875000000,0.0000000000,628,177216,26345
194,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,289,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.4375000000,0.0000000000,628,159120,26025
195,"kernel_phase3(int*, int, int) [clone .kd]",2,0,535,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98668.8125000000,93703.6875000000,98596,28716480,321448
196,"kernel_phase1(int*, int, int) [clone .kd]",2,0,540,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,37177
197,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,295,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,649.8750000000,0.0000000000,628,177216,26612
198,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,295,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,668.5000000000,0.0000000000,628,159120,25364
199,"kernel_phase3(int*, int, int) [clone .kd]",2,0,546,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98684.1250000000,93725.6250000000,98596,28716480,323500
200,"kernel_phase1(int*, int, int) [clone .kd]",2,0,551,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35476
201,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,301,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.2500000000,0.0000000000,628,177216,26329
202,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,301,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,675.1250000000,0.0000000000,628,159120,26081
203,"kernel_phase3(int*, int, int) [clone .kd]",2,0,557,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98681.1875000000,93700.1250000000,98596,28716480,326297
204,"kernel_phase1(int*, int, int) [clone .kd]",2,0,562,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36233
205,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,307,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.1875000000,0.0000000000,628,177216,26764
206,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,307,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,668.4375000000,0.0000000000,628,159120,25420
207,"kernel_phase3(int*, int, int) [clone .kd]",2,0,568,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98654.1250000000,93706.6875000000,98596,28716480,320580
208,"kernel_phase1(int*, int, int) [clone .kd]",2,0,573,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,34964
209,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,313,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,652.8125000000,0.0000000000,628,177216,26640
210,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,313,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,673.3125000000,0.0000000000,628,159120,25129
211,"kernel_phase3(int*, int, int) [clone .kd]",2,0,579,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98673.8750000000,93709.1875000000,98596,28716480,323113
212,"kernel_phase1(int*, int, int) [clone .kd]",2,0,584,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36161
213,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,319,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.8125000000,0.0000000000,628,177216,26845
214,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,319,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.5000000000,0.0000000000,628,159120,25532
215,"kernel_phase3(int*, int, int) [clone .kd]",2,0,590,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98677.4375000000,93708.0000000000,98596,28716480,325848
216,"kernel_phase1(int*, int, int) [clone .kd]",2,0,595,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36693
217,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,325,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.3750000000,0.0000000000,628,177216,26432
218,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,325,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,673.1875000000,0.0000000000,628,159120,26400
219,"kernel_phase3(int*, int, int) [clone .kd]",2,0,601,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98664.6875000000,93711.6250000000,98596,28716480,321104
220,"kernel_phase1(int*, int, int) [clone .kd]",2,0,606,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36112
221,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,331,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.8750000000,0.0000000000,628,177216,26005
222,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,331,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,670.3125000000,0.0000000000,628,159120,26573
223,"kernel_phase3(int*, int, int) [clone .kd]",2,0,612,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98681.9375000000,93713.4375000000,98596,28716480,324108
224,"kernel_phase1(int*, int, int) [clone .kd]",2,0,617,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36316
225,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,337,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.1875000000,0.0000000000,628,177216,26976
226,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,337,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.1250000000,0.0000000000,628,159120,26496
227,"kernel_phase3(int*, int, int) [clone .kd]",2,0,623,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98678.1250000000,93714.4375000000,98596,28716480,321120
228,"kernel_phase1(int*, int, int) [clone .kd]",2,0,628,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35592
229,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,343,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.9375000000,0.0000000000,628,177216,26536
230,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,343,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,671.7500000000,0.0000000000,628,159120,25992
231,"kernel_phase3(int*, int, int) [clone .kd]",2,0,634,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98669.4375000000,93718.2500000000,98596,28716480,321032
232,"kernel_phase1(int*, int, int) [clone .kd]",2,0,639,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36800
233,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,349,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,654.4375000000,0.0000000000,628,177216,25444
234,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,349,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,669.1875000000,0.0000000000,628,159120,25461
235,"kernel_phase3(int*, int, int) [clone .kd]",2,0,645,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98685.7500000000,93699.9375000000,98596,28716480,321381
236,"kernel_phase1(int*, int, int) [clone .kd]",2,0,650,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36157
237,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,355,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.6875000000,0.0000000000,628,177216,26537
238,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,355,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,677.2500000000,0.0000000000,628,159120,24964
239,"kernel_phase3(int*, int, int) [clone .kd]",2,0,656,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98678.3125000000,93707.8750000000,98596,28716480,322548
240,"kernel_phase1(int*, int, int) [clone .kd]",2,0,661,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,37185
241,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,361,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,647.3125000000,0.0000000000,628,177216,26716
242,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,361,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,665.8125000000,0.0000000000,628,159120,25916
243,"kernel_phase3(int*, int, int) [clone .kd]",2,0,667,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98664.1250000000,93703.1250000000,98596,28716480,320748
244,"kernel_phase1(int*, int, int) [clone .kd]",2,0,672,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36292
245,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,367,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.6875000000,0.0000000000,628,177216,26708
246,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,367,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,676.5000000000,0.0000000000,628,159120,24932
247,"kernel_phase3(int*, int, int) [clone .kd]",2,0,678,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98674.5625000000,93711.0000000000,98596,28716480,321556
248,"kernel_phase1(int*, int, int) [clone .kd]",2,0,683,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35388
249,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,373,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.6875000000,0.0000000000,628,177216,27169
250,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,373,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,676.8125000000,0.0000000000,628,159120,26353
251,"kernel_phase3(int*, int, int) [clone .kd]",2,0,689,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98662.0625000000,93709.2500000000,98596,28716480,323193
252,"kernel_phase1(int*, int, int) [clone .kd]",2,0,694,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35769
253,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,379,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.0000000000,0.0000000000,628,177216,26709
254,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,379,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.8125000000,0.0000000000,628,159120,25228
255,"kernel_phase3(int*, int, int) [clone .kd]",2,0,700,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98663.5000000000,93708.7500000000,98596,28716480,320572
256,"kernel_phase1(int*, int, int) [clone .kd]",2,0,705,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36252
257,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,385,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.3750000000,0.0000000000,628,177216,26272
258,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,385,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.0625000000,0.2500000000,628,159120,26304
259,"kernel_phase3(int*, int, int) [clone .kd]",2,0,711,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98666.1875000000,93698.0625000000,98596,28716480,320480
260,"kernel_phase1(int*, int, int) [clone .kd]",2,0,716,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35816
261,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,391,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,655.0000000000,0.0000000000,628,177216,25980
262,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,391,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,677.1875000000,0.0000000000,628,159120,25876
263,"kernel_phase3(int*, int, int) [clone .kd]",2,0,722,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98683.2500000000,93709.9375000000,98596,28716480,321661
264,"kernel_phase1(int*, int, int) [clone .kd]",2,0,727,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36088
265,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,397,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.1250000000,0.0000000000,628,177216,25557
266,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,397,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,672.5000000000,0.0000000000,628,159120,25428
267,"kernel_phase3(int*, int, int) [clone .kd]",2,0,733,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98668.2500000000,93721.2500000000,98596,28716480,325156
268,"kernel_phase1(int*, int, int) [clone .kd]",2,0,738,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35612
269,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,403,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,649.7500000000,0.0000000000,628,177216,25840
270,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,403,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,669.9375000000,0.0000000000,628,159120,24924
271,"kernel_phase3(int*, int, int) [clone .kd]",2,0,744,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98669.0000000000,93700.5625000000,98596,28716480,322208
272,"kernel_phase1(int*, int, int) [clone .kd]",2,0,749,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36856
273,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,409,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,656.3750000000,0.0000000000,628,177216,26856
274,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,409,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,675.4375000000,0.0000000000,628,159120,24712
275,"kernel_phase3(int*, int, int) [clone .kd]",2,0,755,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98676.7500000000,93705.3125000000,98596,28716480,323920
276,"kernel_phase1(int*, int, int) [clone .kd]",2,0,760,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35352
277,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,415,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.1250000000,0.0000000000,628,177216,27252
278,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,415,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,668.6875000000,0.0000000000,628,159120,24668
279,"kernel_phase3(int*, int, int) [clone .kd]",2,0,766,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98675.3125000000,93721.1250000000,98596,28716480,324868
280,"kernel_phase1(int*, int, int) [clone .kd]",2,0,771,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,36540
281,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,421,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.4375000000,0.0000000000,628,177216,25216
282,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,421,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,669.8750000000,0.0000000000,628,159120,25572
283,"kernel_phase3(int*, int, int) [clone .kd]",2,0,777,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98672.6875000000,93716.5625000000,98596,28716480,321432
284,"kernel_phase1(int*, int, int) [clone .kd]",2,0,782,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,9.0000000000,0.0000000000,4,1112,36708
285,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,427,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,663.8750000000,0.0000000000,628,177216,27877
286,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,427,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,691.5000000000,0.0000000000,628,159120,26961
287,"kernel_phase3(int*, int, int) [clone .kd]",2,0,788,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98672.1875000000,93722.6875000000,98596,28716480,323452
288,"kernel_phase1(int*, int, int) [clone .kd]",2,0,793,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35889
289,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,433,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,651.3125000000,0.0000000000,628,177216,26548
290,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,433,927090,927090,40192,256,8704,0,28,28,16,64,0x0,0x146ffd060e00,671.3125000000,0.0000000000,628,159120,26692
291,"kernel_phase3(int*, int, int) [clone .kd]",2,0,799,927090,927090,6310144,256,8704,0,20,20,16,64,0x0,0x146ffd060e40,98684.1875000000,93718.1875000000,98596,28716480,323704
292,"kernel_phase1(int*, int, int) [clone .kd]",2,0,804,927090,927090,256,256,4608,0,16,16,16,64,0x0,0x146ffd060d80,8.5625000000,0.0000000000,4,1112,35732
293,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,439,927090,927090,40192,256,8704,0,32,32,16,64,0x0,0x146ffd060dc0,650.5625000000,0.0000000000,628,177216,25760
