Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,FETCH_SIZE,WRITE_SIZE,SQ_WAVES,SQ_INSTS_VALU,GRBM_GUI_ACTIVE
295,"kernel_phase3(int*, int, int) [clone .kd]",2,0,810,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98677.6875000000,93679.0000000000,98596,22778496,373343
296,"kernel_phase1(int*, int, int) [clone .kd]",2,0,815,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,33725
297,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,445,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,652.0000000000,0.0000000000,628,139776,25676
298,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,445,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,671.2500000000,0.0000000000,628,141024,22308
299,"kernel_phase3(int*, int, int) [clone .kd]",2,0,821,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98686.8125000000,93674.7500000000,98596,22778496,377088
300,"kernel_phase1(int*, int, int) [clone .kd]",2,0,826,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34992
301,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,451,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.3125000000,0.0000000000,628,139776,25232
302,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,451,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,671.1250000000,0.0000000000,628,141024,22280
303,"kernel_phase3(int*, int, int) [clone .kd]",2,0,832,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98679.3125000000,93717.0000000000,98596,22778496,376020
304,"kernel_phase1(int*, int, int) [clone .kd]",2,0,837,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35484
305,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,457,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.2500000000,0.0000000000,628,139776,24132
306,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,457,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,675.0625000000,0.0000000000,628,141024,22996
307,"kernel_phase3(int*, int, int) [clone .kd]",2,0,843,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98682.1875000000,93681.1250000000,98596,22778496,376796
308,"kernel_phase1(int*, int, int) [clone .kd]",2,0,848,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,36308
309,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,463,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.7500000000,0.0000000000,628,139776,25172
310,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,463,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,667.3750000000,0.0000000000,628,141024,23012
311,"kernel_phase3(int*, int, int) [clone .kd]",2,0,854,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98690.2500000000,93689.8125000000,98596,22778496,378025
312,"kernel_phase1(int*, int, int) [clone .kd]",2,0,859,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,36257
313,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,469,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,655.3750000000,0.0000000000,628,139776,25209
314,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,469,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,671.4375000000,0.0000000000,628,141024,21977
315,"kernel_phase3(int*, int, int) [clone .kd]",2,0,865,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98684.3750000000,93684.6250000000,98596,22778496,378216
316,"kernel_phase1(int*, int, int) [clone .kd]",2,0,870,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34953
317,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,475,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.6875000000,0.0000000000,628,139776,24665
318,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,475,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,667.3750000000,0.0000000000,628,141024,22417
319,"kernel_phase3(int*, int, int) [clone .kd]",2,0,876,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98680.4375000000,93682.8750000000,98596,22778496,376737
320,"kernel_phase1(int*, int, int) [clone .kd]",2,0,881,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,33747
321,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,481,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.8125000000,0.0000000000,628,139776,24896
322,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,481,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,669.3750000000,0.0000000000,628,141024,22468
323,"kernel_phase3(int*, int, int) [clone .kd]",2,0,887,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98682.0000000000,93692.4375000000,98596,22778496,375476
324,"kernel_phase1(int*, int, int) [clone .kd]",2,0,892,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35548
325,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,487,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,655.3750000000,0.0000000000,628,139776,24513
326,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,487,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,674.6250000000,0.0000000000,628,141024,23160
327,"kernel_phase3(int*, int, int) [clone .kd]",2,0,898,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98687.0625000000,93694.1250000000,98596,22778496,376664
328,"kernel_phase1(int*, int, int) [clone .kd]",2,0,903,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,36448
329,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,493,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.4375000000,0.0000000000,628,139776,25256
330,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,493,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,674.9375000000,0.0000000000,628,141024,22712
331,"kernel_phase3(int*, int, int) [clone .kd]",2,0,909,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98681.5625000000,93694.0625000000,98596,22778496,378220
332,"kernel_phase1(int*, int, int) [clone .kd]",2,0,914,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35324
333,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,499,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.2500000000,0.0000000000,628,139776,25556
334,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,499,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,676.8750000000,0.0000000000,628,141024,23236
335,"kernel_phase3(int*, int, int) [clone .kd]",2,0,920,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98694.4375000000,93678.9375000000,98596,22778496,376440
336,"kernel_phase1(int*, int, int) [clone .kd]",2,0,925,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34664
337,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,505,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,658.2500000000,0.0000000000,628,139776,25320
338,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,505,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,668.5625000000,0.0000000000,628,141024,23760
339,"kernel_phase3(int*, int, int) [clone .kd]",2,0,931,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98684.7500000000,93706.5625000000,98596,22778496,378453
340,"kernel_phase1(int*, int, int) [clone .kd]",2,0,936,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35556
341,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,511,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.2500000000,0.0000000000,628,139776,25532
342,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,511,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,672.6250000000,0.0000000000,628,141024,22317
343,"kernel_phase3(int*, int, int) [clone .kd]",2,0,942,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98682.0000000000,93707.0625000000,98596,22778496,376156
344,"kernel_phase1(int*, int, int) [clone .kd]",2,0,947,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35500
345,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,517,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.1875000000,0.0000000000,628,139776,25772
346,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,517,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,666.1250000000,0.0000000000,628,141024,22156
347,"kernel_phase3(int*, int, int) [clone .kd]",2,0,953,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98683.6875000000,93691.0625000000,98596,22778496,377824
348,"kernel_phase1(int*, int, int) [clone .kd]",2,0,958,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,33856
349,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,523,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.3750000000,0.0000000000,628,139776,25096
350,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,523,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,670.3125000000,0.0000000000,628,141024,23056
351,"kernel_phase3(int*, int, int) [clone .kd]",2,0,964,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98678.9375000000,93692.5625000000,98596,22778496,375837
352,"kernel_phase1(int*, int, int) [clone .kd]",2,0,969,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,36552
353,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,529,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.6875000000,0.0000000000,628,139776,24436
354,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,529,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,671.2500000000,0.0000000000,628,141024,21840
355,"kernel_phase3(int*, int, int) [clone .kd]",2,0,975,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98684.7500000000,93684.0625000000,98596,22778496,376328
356,"kernel_phase1(int*, int, int) [clone .kd]",2,0,980,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35200
357,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,535,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.4375000000,0.0000000000,628,139776,25160
358,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,535,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,674.8750000000,0.0000000000,628,141024,22869
359,"kernel_phase3(int*, int, int) [clone .kd]",2,0,986,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98697.1875000000,93682.7500000000,98596,22778496,377628
360,"kernel_phase1(int*, int, int) [clone .kd]",2,0,991,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34801
361,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,541,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.3125000000,0.0000000000,628,139776,24377
362,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,541,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,670.8750000000,0.0000000000,628,141024,23580
363,"kernel_phase3(int*, int, int) [clone .kd]",2,0,997,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98682.4375000000,93677.0625000000,98596,22778496,379644
364,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1002,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,36052
365,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,547,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,655.1875000000,0.0000000000,628,139776,25180
366,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,547,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,673.1250000000,0.0000000000,628,141024,23183
367,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1008,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98689.6875000000,93672.5000000000,98596,22778496,378484
368,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1013,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34519
369,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,553,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,651.1875000000,0.0000000000,628,139776,24693
370,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,553,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,672.5625000000,0.0000000000,628,141024,23048
371,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1019,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98690.0625000000,93682.5625000000,98596,22778496,376840
372,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1024,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35323
373,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,559,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.3750000000,0.0000000000,628,139776,24560
374,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,559,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,670.8750000000,0.0000000000,628,141024,23180
375,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1030,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98681.7500000000,93720.2500000000,98596,22778496,378956
376,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1035,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35204
377,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,565,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,656.9375000000,0.0000000000,628,139776,25164
378,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,565,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,670.5000000000,0.0000000000,628,141024,23097
379,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1041,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98688.1250000000,93678.8125000000,98596,22778496,376937
380,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1046,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35545
381,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,571,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,651.8125000000,0.0000000000,628,139776,25096
382,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,571,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,668.5625000000,0.0000000000,628,141024,22388
383,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1052,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98691.7500000000,93683.0625000000,98596,22778496,377093
384,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1057,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35500
385,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,577,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,650.8750000000,0.0000000000,628,139776,24845
386,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,577,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,671.3125000000,0.0000000000,628,141024,23760
387,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1063,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98680.0625000000,93673.3750000000,98596,22778496,376232
388,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1068,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.6250000000,0.0000000000,4,1224,36160
389,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,583,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,665.0000000000,0.0000000000,628,139776,24552
390,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,583,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,677.1875000000,0.0000000000,628,141024,24465
391,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1074,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98679.6875000000,93681.1875000000,98596,22778496,377220
392,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1079,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34737
393,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,589,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,652.6875000000,0.0000000000,628,139776,24609
394,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,589,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,670.6875000000,0.0000000000,628,141024,23604
395,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1085,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98689.1250000000,93669.2500000000,98596,22778496,380516
396,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1090,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34540
397,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,595,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,652.8125000000,0.0000000000,628,139776,24756
398,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,595,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,665.1250000000,0.0000000000,628,141024,22140
399,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1096,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98695.6250000000,93674.1875000000,98596,22778496,379516
400,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1101,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,34228
401,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,601,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.4375000000,0.0000000000,628,139776,25508
402,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,601,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,670.3750000000,0.0000000000,628,141024,22241
403,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1107,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98691.4375000000,93684.1250000000,98596,22778496,377713
404,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1112,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,33497
405,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,607,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,654.0625000000,0.0000000000,628,139776,24824
406,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,607,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,666.0625000000,0.0000000000,628,141024,22748
407,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1118,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98681.0625000000,93694.1250000000,98596,22778496,377388
408,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1123,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35068
409,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,613,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.0000000000,0.0000000000,628,139776,24748
410,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,613,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,672.4375000000,0.0000000000,628,141024,22128
411,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1129,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98688.5625000000,93681.7500000000,98596,22778496,377041
412,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1134,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35425
413,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,619,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.4375000000,0.0000000000,628,139776,25529
414,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,619,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,669.6875000000,0.0000000000,628,141024,22121
415,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1140,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98684.1875000000,93683.6875000000,98596,22778496,376201
416,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1145,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35196
417,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,625,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,652.8125000000,0.0000000000,628,139776,26188
418,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,625,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,671.4375000000,0.0000000000,628,141024,23113
419,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1151,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98691.6250000000,93669.7500000000,98596,22778496,376892
420,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1156,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35129
421,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,631,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.7500000000,0.0000000000,628,139776,24881
422,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,631,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,674.4375000000,0.0000000000,628,141024,22929
423,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1162,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98684.6875000000,93694.0000000000,98596,22778496,376537
424,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1167,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35220
425,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,637,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,649.6250000000,0.0000000000,628,139776,24132
426,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,637,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,668.3750000000,0.0000000000,628,141024,23132
427,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1173,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98682.1875000000,93686.8750000000,98596,22778496,376228
428,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1178,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,36084
429,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,643,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,655.3125000000,0.0000000000,628,139776,25180
430,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,643,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,675.4375000000,0.0000000000,628,141024,22092
431,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1184,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98693.6875000000,93698.1875000000,98596,22778496,378020
432,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1189,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35849
433,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,649,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.1250000000,0.0000000000,628,139776,24969
434,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,649,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,671.7500000000,0.0000000000,628,141024,22033
435,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1195,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98692.7500000000,93694.3125000000,98596,22778496,377161
436,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1200,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35124
437,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,655,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,653.5625000000,0.0000000000,628,139776,25620
438,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,655,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,668.8750000000,0.0000000000,628,141024,22116
439,"kernel_phase3(int*, int, int) [clone .kd]",2,0,1206,926980,926980,6310144,256,8192,0,36,36,16,64,0x0,0x14d162814e40,98690.4375000000,93691.4375000000,98596,22778496,380412
440,"kernel_phase1(int*, int, int) [clone .kd]",2,0,1211,926980,926980,256,256,4096,0,20,20,16,64,0x0,0x14d162814d80,8.3750000000,0.0000000000,4,1224,35680
441,"kernel_phase2_row(int*, int, int) [clone .kd]",2,1,661,926980,926980,40192,256,8192,0,36,36,16,64,0x0,0x14d162814dc0,654.3125000000,0.0000000000,628,139776,24520
442,"kernel_phase2_col(int*, int, int) [clone .kd]",2,2,661,926980,926980,40192,256,8192,0,32,32,16,64,0x0,0x14d162814e00,674.3750000000,0.0000000000,628,141024,23657
